,Unnamed: 0,id,pubDateTime,mainContent,label
48,48,860496,2009/5/11 15:31,有没有想过到哈萨克斯坦、库尔曼斯坦、塔吉克斯坦等地开发相关的资源，占领资源要素市场？,3
49,49,656556,2009/5/11 16:09,高总，您好！请问公司负债较低，是否意味比较偏保守？本次危机中，公司有无海外抄底投资的打算？,3
50,50,882509,2009/5/11 16:21,能否介绍一下公司发展远景规划,1
51,51,882508,2009/5/11 16:23,请问公司是否与中石油或中石化或中海油有合作？,3
52,52,208760,2009/5/11 16:24,"烽火集团000561与600498烽火通信,谁是军用通信装备领域的龙头,600498是军用通信吗",1
53,53,656558,2009/5/11 16:28,请问董秘先生目前到公司调研的机构投资者数量是增加还是减少了？,3
54,54,866719,2009/5/11 21:55,"今天下午因为单位开会没能参加业绩报告会，对于没能和公司高管实时交流，感到很可惜！
想请问一下：公司高价请来古天乐代言时尚品牌服饰，为何没见中央2台的电视广告宣传？时尚品牌的推广如何进行？门店数量如何？谢谢！",5
55,55,456143,2009/5/12 10:33,您好：我是美利纸业的忠实股东，期待上市公司做大做强。前中冶集团曾承诺在2010年前将中冶纸业资产注入上市公司，而中冶集团今年有望启动IPO，请问：这一运作计划有无改变？在中冶整体上市前后有无可能实施？非常期待您的回答，谢谢！！,3
56,56,905990,2009/5/12 15:46,公司管理层及员工持股比例？,2
57,57,772181,2009/5/12 16:00,董事长，你好！今年11月有将近1.7亿小非解禁，如果全部流通出来可能会对股价造成较大冲击。公司是否打算对这部分内部职工股的流通做出一定的制度性约束？,8
58,58,772182,2009/5/12 16:05,请问董事长，为什么山东省把贵公司薄膜太阳能电池的生产规模定为240MW？而贵公司自己仅说是60MW？是否意味着公司60MW两条线引起之后马上还要扩大到240MW？,3
59,59,956359,2009/5/12 17:19,"1)08年度分红什么时候开始？
",7
60,60,942340,2009/5/12 18:59,何时股权登记,7
61,61,646659,2009/5/13 16:07,琼花已经两年亏损，如果今年再次亏损将有可能退市。看到公司已经预告上半年将继续亏损，我很关心公司是否在今年实现最终盈利？,4
62,62,646658,2009/5/13 16:30,请问总经理，目前本企业在各家银行的借款是怎样的担保形式？如果是担保为本企业担保的企业是哪些？如果是抵押，抵押物是什么？,3
63,63,945333,2009/5/13 18:22,"您好,
非常看好公司的发展前途,也准备长期持有公司的股票.请问公司(或者是项目业主)是否有申报太阳能光电建筑应用示范项目?如有,大约有几个项目?是否会在申报截止日期后公告?谢谢!",3
64,64,456142,2009/5/15 9:24,您好！我是一名公司的忠实小股东，期待公司做大做强。想问：1、中冶集团即将IPO，其纸业资产是逐步注入上市公司，还是据媒体披露的“引入战略投资者，另成立中冶纸业公司？”2、若是注入上市公司，是否有时间表？按照定向增发定价原则，在大市转暖情况下早实施应该对大股东有利呀。谢谢！,3
65,65,598949,2009/5/15 9:25,请问董事长，国土资源部最近出台关于稀土资源开采与保护的政策性利好，对于钽业今后的发展应该有重大机遇与挑战，对当前形势下钽业的业绩，特别是第二季度提升应该也是一大机遇？,5
66,66,456141,2009/5/15 9:36,请问公司原料林建设需要大资金，4年内有没有融姿计划，如果没有如何建设原料林？,3
67,67,598947,2009/5/15 9:39,四万亿的投入对公司相关业务的发展，具体是投资重点在哪方面？,3
68,68,456144,2009/5/15 9:42,公司资产注入计划何时实施？,3
69,69,598948,2009/5/15 10:02,新项目钛加工材项目、碳化硅刃料项目的建设投产是否对公司的未来业绩有大幅提升？,5
70,70,243689,2009/5/15 10:14,"定向增发的提案已提出已10个月了,为何还不上报.定向增发有时间限制吗",7
71,71,874342,2009/5/15 10:21,请问公司在畜牧业领域产品中，采用frid功能的产品有否在试点应用？效果如何？前景如何？,1
72,72,874311,2009/5/15 10:22,请问公司去年在烟草行业占有率是多少？,1
73,73,243693,2009/5/15 11:15,公司从上市到现在，不管业绩好坏，均没见回报投资者一分钱，作业公司的董事长，你不觉得有点惭愧吗,5
74,74,243690,2009/5/15 11:16,长城公司什么时候会退出595？,9
75,75,243692,2009/5/15 11:19,作为公司的总经理，公司今年的财务情况能介绍下吗,5
76,76,243691,2009/5/15 11:22,能给大家解释下今年为什么不分红的原因吗？,7
77,77,243688,2009/5/15 11:25,公司今年为什么不分红？从上市以来怎么没见过回报过投资者一分钱？,7
78,78,767026,2009/5/15 12:30,公司的管理费用控制有没有什么计划方案,3
79,79,767025,2009/5/15 12:32,"公司是否有氢能汽车的
储氢罐项目的研究发展计划",6
80,80,781242,2009/5/16 10:24,"公司业绩增长平稳,期待公司能送股回报广大股东!",5
81,81,650714,2009/5/18 2:01,"公司在逐渐好转的情况下,公司有信心做好来吗?",9
82,82,371636,2009/5/18 14:47,我想问一下原个人持有的法人股现在如何解禁，买卖？公司说由公司代卖，现在行情尚可，今年能不能解禁？,7
83,83,874374,2009/5/18 16:30,作为贵公司的投资者，我认为，贵公司目前的优势始终还是局限在铁路方面，在非铁路方面，除非远能够从一个硬件供应商转向ＩＢＭ式的咨询服务＋软硬件服务供应商，否则很难有太大的作为。另外，在近期召开的股东会上，贵公司对于陈的股票大量出售，关没有提出具体的解释。这还是一个隐患。如果公司的股权激励能够平衡徐玉锁先生与陈长安先生之间的持股关系，公司还是很有前途的。因此，不解决以上种种问题，投资者对公司未来的发展前途难以看好！,9
84,84,874372,2009/5/18 16:31,请问公司今年以来渠道销售情况如何？简要情况能否做个介绍？,3
85,85,874367,2009/5/18 16:31,请吕总做客观评价，去年以来，公司在行业内的竞争力和市场占有率是否有所提升？,1
86,86,874366,2009/5/18 16:34,请问相比一季度，截至目前公司二季度生产销售形势如何？,3
87,87,874364,2009/5/18 16:35,请问公司一季度畜牧业市场占有率是多少？,1
88,88,874362,2009/5/18 16:36,请问公司去年在铁路领域占有率是多少？,1
89,89,874361,2009/5/18 16:37,北京实华开公司开发的“牲畜通“系统，已经通过了四川省农业专家及成都邛崃政府组织的专家鉴定。专家们认为：该项工程填补了国内在这一领域的空白。请问公司业务和他们有竞争吗？,3
90,90,874359,2009/5/18 16:37,请问公司比 凯泰科技（沈阳）在牲畜耳标业务上是否具有竞争优势？有无合作意向？北京琛达射频在宠物生分识别上已有建树，公司在这方面怎样？有无合作意向？谢谢。,3
91,91,931932,2009/5/18 20:03,为什么现在看不到回答问题呢？,9
92,92,469254,2009/5/20 15:11,你好！李董，作为一个山西人和太钢的股东，我一直很关心太钢的发展。从2000年开始就成为股东，可能是对他有点地理情源，太钢这几年的发展是可观的，但是在二级市场上的表现一直不是很突出，不知有没有总结一下经验，使太钢有点龙头的风范。,9
93,93,824228,2009/5/20 19:40,"在2008年年报会上公司高层计划向新能源进军,请问公司是成立子公司自行研发,还是通过收购公司来实现?",3
94,94,956360,2009/5/21 10:11,请问2008年接到的订单总量是多少，完成的总量是多少。今年截止到现在接到的又是多少？另外，优化订单结构是什么意思，可以解释一下吗。谢谢。,3
95,95,828946,2009/5/21 15:19,为什么公司在证券公司登记的电话打了几次都没有人接听？,9
96,96,412521,2009/5/21 15:57,请问，贵公司股价都跌破了净资产，作为公司懂事长，你的心情是怎样的？这个问题很令人难堪，但是却是众多投资者非常关心的问题！,8
97,97,603972,2009/5/22 14:57,"请问杨总，山西省整治小煤矿，原则上规定90万吨以下的矿井需要关闭。而公司所属东河煤矿82万吨，炉峪口煤矿85万吨，是否有被关闭的危险。
另外公司收编的灵石县圪台煤矿，也是否有同样的危险。还有就是公司打包收编的其他小煤矿，是否也有被关闭的危险。如果被关闭，是否意味着，公司又要计提一大笔费用来弥补。",3
98,98,603971,2009/5/22 14:59,请问姚总，公司所属的一个汽化厂被关闭搬迁，是否会得到太原市相应的补偿，补偿金额大概有多少？,3
99,99,103791,2009/5/22 16:17,"你们怎么都不回答重要的问题？回答些实际的东西吧！如果只是走过场就没有必要这样兴师动众的，影响全国上万人的工作！
",9
100,100,874328,2009/5/22 21:40,2003年沃尔玛和美国国防部大力推广RFID技术。RFID射频识别技术不仅只用于铁路和烟草，它还可以运用于军事运用、图书馆、零售、物流等多个领域，它们都是巨大的市场。RFID射频识别技术在沃尔玛物流供应链中起到比较重要的作用，沃尔玛更是已明令要求其全球前100家供应商全部提供带有电子标签的货物，且还在逐步推及中小供应商。而这部分在国际上正在逐步推广的市场，在国内还没有全面启动。所以，远望谷还面临着物流供应链这个看得见也吃得着的广阔市场。不过虽然用电子标签替代条形码的市场前景广阔，但真的完全取代条形码目前为止还可行性不足。远望谷内部人士打了个比方，一个条形码的成本在1分钱以内，而电子标签相比之下却高得多，一台冰箱贴一个一块钱的电子标签会有影响么？不会。但是一瓶一块钱的矿泉水再贴上一个一块钱的电子标签，成本一下子就翻倍了。目前一个电子标签的最低成本也要一两块钱，成本不下来，推广前景就可能受到限制。综上所述，远望谷有着先进的技术，面对广阔的市场前景，远望谷在发展前景大好的形势下充分利用自己的优势来发展企业？应该制定怎样的战略目标？应该进入哪些行业？应该攻克哪些客户？换句话说，远望谷应该如何规划自己的战略呢？,1
101,101,874325,2009/5/22 22:45,"Intermec的产品和技术在全球市场为很多行业提供服务，其中包括制造业、物流运输、零售和快速消费品。Patrick J. Byrne谈到中国市场，到目前为止制造业是一个非常庞大的市场，也是Intermec非常重要的市场来源。第二个市场机会是在仓储管理，不管是哪一个行业，都会涉及大型配送中心和仓储的管理。另外一个很大的市场机会就是邮政，Intermec在邮政领域也是获得丰厚回报的，其中涵盖到邮政领域仓储管理、基础设施建设，包括行李分拣、包裹分拣、包裹配送和揽收，以及一些追踪过程。Patrick J. Byrne强调另外一个很大的市场机会，就是物流运输行业，特别是机场，“这也是我们看中的一块非常巨大的市场”。
中国制造企业虽然面临着前所未有的压力，在经济困难的时期企业反而会把更多的注意力放在提高效率、降低成本上，对自动识别设备还会有投入。随着去年下半年Intermec投放市场的一款适合零售客户使用的产品的推出，Intermec会重新审视零售业，找到更多相关的应用，包括在中国。铁路一直是Intermec非常重要的客户，在中国很重要的一系列传统应用已经超过10年，其中打印机的市场占有率超过30%。Patrick J. Byrne关注到铁路将来快速发展，“一个铁路的系统不纯粹是铁路，还有很多方面的配套，要用Intermec的技术为国内的铁路客户服务。”机场也是Intermec有一定基础的行业，他也希望从机场建设获得同样的市场机会。
以上均为美国易腾迈公司总裁兼首席执行官Patrick J.Byrne前不久说的。请问贵司有何打算，总不能将中国的大好市场拱手让予外国同行吧！",1
102,102,715853,2009/5/23 15:48,IPO项目达产了吗,3
103,103,874301,2009/5/24 17:09,"作为一名投资者，我对贵公司的评价：1.兄弟单位先施公司好事连连，大有取代远望谷领头羊地位的气势。如果把比较成熟的铁路市场不计，先施在RFID超高频的市场占有率可能已经超过远望谷了。只可惜先施还没有上市，我们无法投资。2.远望谷宣称以华为为榜样显然只停留在口头上。去年两个企业的总体印象：华为继续加强技术创新，2008年国际专利申请量世界第一。而远望谷只有几个不怎么样的收购，哪里热就在哪里花钱。铁路行业以外的市场开拓进展缓慢。3.听说徐先生的老婆陈女士还在远望谷把持着几个重要的部门。企业制度的不完善才是最要命的。远望谷聚集了一大批射频识别行业的专家，如陈长安、武岳山等，如果这些人才不能充分分享到企业成长壮大的成果，没有良好的股权激励制度，在行业全面爆发之时，这些人必将离开。而后成为远望谷的竞争对手。
综上所述，对远望的总体印象：什么都好，就看领导的了！领导大度一点，拿出点股份赠与核心技术人员，彻底改变夫妻店式的管理模式。既然以华为为榜样，就像任正非把企业创新写进华为基本法一样，多一些研发，少一些收购，或许真能出现第二个华为！谢谢！",6
104,104,828910,2009/5/24 19:51,"我想请问一下,08年你们公司销售了多少台SVC,这个能说吗?在年报里没查到,",3
105,105,997740,2009/5/25 15:53,总经理好：近日贵公司生产和销售是否正常，生产线有无停机的，贵公司库存量大吗？如何消化？,3
106,106,78450,2009/5/25 18:40,对现在的股票市场是否看好,9
107,107,909643,2009/5/25 21:13,请问：很多项目费用都是靠自己有资金解决。这些自有资金是不是都算在经营成本里面了？谢谢！,2
108,108,828954,2009/5/25 23:14,证监会就IPO改革征求意见，这次公司定向增发，是否可能转为PO（公开发行）？,7
109,109,699504,2009/5/26 8:16,你们华帝哪么多油烟机爆炸了你们就没有个说法吗？,9
110,110,919611,2009/5/26 16:37,您好!怎么互动平台改版了？怎样才能看到其他投资者的实时问答？最近公司股价走出贴权走势是否有机构减持有关？还有没有机构来公司调研？,8
111,111,1002428,2009/5/26 17:54,希望：1.与电广合作提供CBMM支撑内容（电子报子杂志、游戏等）。2.创建综合且具有娱乐性的支撑平台（包刮手机增值）。主动出击，吸引移动商。,3
112,112,998744,2009/5/26 18:51,"看贵司年报和季报,发现贵司在去年全球金融风暴下贵司仍然取得可喜的收益.并且贵司出口贸易权重占90%以上,而且国外客户都是全球农化巨头.由此给贵司带来稳定收益.我想请问,贵司在对外贸易中结算方式采用即期信用证或远期信用证?或者其它结算方式?",1
113,113,699509,2009/5/26 21:20,本人想在海南海口市经营贵公司厨房产品，需要什么条件，怎样办理？急！急,2
114,114,881171,2009/5/26 22:36,"近期部分药品监督部门暴光了贵公司违法虚假宣传保健品,伊美胶囊欺骗消费者,网络上夸大治疗效果.请问这是否造成股价大幅下跌???贵公司是否存在上以不良行为???",8
115,115,505363,2009/5/26 22:47,请问广州市较场西路23号裙楼商业物业就是中华广场的物业吗？,3
116,116,919647,2009/5/27 14:55,为什么之前回答的问题没有了？,9
117,117,1002447,2009/5/27 20:13,请问你们有信心在5年内成为第2个苏宁电气吗，,1
118,118,828962,2009/5/27 22:20,综合各方面情况，公司确实具有极强的发展潜力，作为公司的股民，有三点建议：1、应尽快实施并提前完成定向增发安排的四个项目，以增强公司实力，主动接应国家智能电网建设大工程；2、公司应紧抓机遇，变愿景为现实，提前实现中国ABB梦想；3、公司应在国家智能电网建设中争取建立全网无功功率监测、分析系统。,9
119,119,942344,2009/5/27 22:37,王时豪秘书长好 我是河南省焦作市武陟县一个农药批发商 看到你们公司目前发展的很好 想在我们武陟县做一个代理 可是遇到了来自你们业务员小崔 王昊和河南人事部陈经理 无端 无理的阻挠  前些日子我们经别人介绍找到了负责这一地区的业务员崔振福 说明我们的意思后 他说可以 就让我们等你们公司把合同以快递的方式发来 我们等了六天 合同来了 我们签过以后是2009年5月23号 我们这里的苗后除草剂已经进入进货铺货的阶段 可是昨天业务员突然间回话说 我们的合同签不下来 要我们去其他地区一个经销商那里提货 我觉得你们公司的价格也不透明化 怕那个经销商私自给我们加价 就不想在他们那里提货 于是我就像负责这块的王昊反映情况 王昊在电话里就肯定的告诉我 业务员和那个经销商里边有问题 让我们等也就是2009.5.27 今天见面 可是到了下午 也突然说让我们去那个经销商提货 并说来不到我们这里 我们就打电话到河南人事部问 陈经理也是这样的告诉我们 我觉得很无理其一 那个经销商签得合同不是焦作市总代理 其二 我们这里又没有代理商 我觉得这里边有问题 可是不知道该向哪个部门提出和反应问题 所以想请你帮忙 如果这里边没问题 正如他们所说的是公司安排的话 我们就向那个经销商那里提货 如果问题不属实 我觉得你们人员管理上有很大的漏洞和缺陷 我的手机号码是 13782893858 13839142224 期盼你的回话和回信,3
120,120,874345,2009/5/28 9:13,贵司的营销策略似乎是一种短视的做法，例如：推出3000元RFID特惠套件促销活动。对中国的RFID产业发展起到制约的作用，况且，贵司未掌握核心技术芯片开发和制造，目前芯片依赖进口。即使贵司掌握了芯片、中间件、系统等核心技术，也不能置其它日RFID企业于死地。作为中国RFID的领军企业确是有些近视了！作为一名业内的投资者，近期经常有针对性地提出贵司管理、销售等方面的问题和缺陷，只是希望贵司能扬长补短，实现长足发展。言语如有不妥之处，还望见谅！谢谢！,1
121,121,874341,2009/5/28 9:17,“价格浪潮”的竞争作用到底有多大，真刮大了，受惠的还是最终客户。就像中兴、华为当年在交换机市场血拼一样，宁肯勒紧裤腰带，靠银行的贷款度日，都要卖成本价来占领市场，最终两家企业从国外厂商那里虎口夺食，也将国内其他通信企业扫荡出局。 ,1
122,122,1002445,2009/5/28 11:28,"除了商务人士之外，针对年轻的族群，设计了叫mCool服务，这样的服务把年轻人比较喜欢的msn或者音乐或者短信等一些年轻人比较喜欢的移动增值服务包装起来，而且要设计一个界面，方便客户很快连接到增值的服务。mCool服务包装有17种，为年轻人特别包装了17种类型的服务。另外年轻人比较没有钱，针对年轻人还有特别费率的包装，比较便宜，如果换算成人民币最低低到10元的包装里吸引年轻的族群使用我们公司的增值服务。除了前面的商务人士、年轻族群之外，我们也结合了其他的技术，这个技术可以提供客户比较高品质的视觉效果，甚至个人化的频道。接下来的图片是针对Channel Me，用户在浏览增值服务的时候，也可以同时把他浏览的内容及时传给远端的亲朋好友一起分享在手机画面上所看到的增值服务内容。

　　我们在2007年1月，推出了口袋书店，把书带在口袋，口袋有一只手机的移动增值服务，为台湾的消费者造一个全新的支持阅读环境。基本上服务比较特别，目前包括六大类的服务内容，台湾一些流行的时尚，偶像名人、资讯休闲，财经，还有动漫的绘本，六大类的服务，这些杂志基本上 我们以单一的费率，每个月大概10元人民币，让用户无限下载这些服务，高兴下载多少次就多少次，这是口袋书店的服务。这个服务在手机上画面看到的它有一个比较人性化的人机界面的设计，设计有翻书的效果，这样独特的翻书效果让你感觉跟阅读实体书籍感觉一样。整个单一费率，随便都可以下载，对用户也都相当地吸引人，而且不必带厚重的书，只要上网，用智能手机，看书的感觉跟你在翻实体的书本
",9
123,123,1002439,2009/5/28 22:22,学习‘开心网’赚取广告费,9
124,124,874334,2009/5/29 8:31,请问公司股权激励计划大概什么时候能批准？创投公司成立不短时日了，还没有投资意向吗？,6
125,125,874332,2009/5/29 8:38,请问吕先生，目前的猪流感有蔓延之势，公司在公共卫生方面能否有建树？,9
126,126,1002438,2009/5/29 14:25,快乐女生节目，托维能参与手机投票吗,9
127,127,997748,2009/5/29 16:39,总经理您好：从前边的互动回答：生产销售，库存周转等还有贵公司网页内容更新速度可以看出贵公司是一个非常有实力和朝气蓬勃的公司，我非常喜欢，我想我会长期投资与贵公司的,3
128,128,874323,2009/5/30 13:40,吕先生：根据相关资料显示，贵公司和中国移动有合作关系。请问贵公司的相关产品和技术在通信领域的运用主要体现在哪些方面？是否会和其他两家电信运营商展开类似的合作？谢谢！,3
129,129,828930,2009/5/31 19:41,请问公司增发审批有进展吗？有确切的时间表吗？公司通过银行授信三个亿，是解决运营资金还是增发项目的需要？谢谢！这些都是我们股民热切想要了解的。,3
130,130,998735,2009/5/31 21:12,"　　今国家发展和改革委员会批复贵公司年产500吨高效低毒除草剂氟草烟原药高技术产业化示范工程进行了审理，同意该项目列入四川绵阳军转民区域特色高技术产业链.包括贵公司的两控股大股东的雷管和钒电池项目也得到了国家发展和改革委员会批复.我想请问:国家发改委批复后,贵公司会得到什么样的实惠?对贵公司今后的发展会起到什么样的积极影响?谢谢.",1
131,131,749116,2009/6/1 12:21," 你好  曹总

     本人现在是黑猫股份公司股东，有几个问题咨询一下，方便的话望曹总给与解答。

    公司有关于乌海项目投产时间的准确消息吗？

   公司本部的白炭黑项目是否有投产时间？

   随着6月的来临，轮胎行业的需求状态能否简单介绍一下。

   黑猫公司6亿元的贷款，能将固定资产投资及铺货需求资金简单分解一下。

   另：有关轮胎制造中的炭黑使用量，及各大国内轮胎制造公司使用黑猫炭黑的使用量明细。

 

",1
132,132,942337,2009/6/1 13:47,我打算持股两年，到时亏了。到你家和卢总家吃饭去。,9
133,133,825807,2009/6/1 15:12,贵公司的投资者关系版快现在很混乱，几乎看不到互动！所谓的互动注册也都是假的，这么大一个公司，请注意发展过程中的细节体现。不要离小股东太远，人心失，江山失！天马要飞天，应当注重生态人文的建设！,3
134,134,899819,2009/6/2 0:42,请问，公司有否研究有关国家智能电网需求的产品，以便把握好发展良机，为公司及我们股民带来良好的回报. 谢谢,6
135,135,874331,2009/6/2 11:36,广州公司好像没听到什么新消息，业务有何进展？,3
136,136,874330,2009/6/2 11:40,思科已经与佛山政府签订无线佛山的合作协议，贵公司在珠三角的业务好像没见到什么进展。,3
137,137,828941,2009/6/2 13:40,能够谈一下公司大功率变频器和风电逆变转换装置的研发以及进展情况吗？谢谢！,6
138,138,919632,2009/6/2 14:59,最近股价一直下跌，公司的基本面出了问题吗？,8
139,139,997745,2009/6/2 15:35,我在深圳做化工业务多年，现在找工作，很想应聘贵司，希望贵司给我机会！,3
140,140,874291,2009/6/3 12:38,请介绍一下何亚平先生履历，他以前从事何种工作，有何成绩。,6
141,141,734352,2009/6/3 15:45,东磁研发的磷酸铁锂材料什么时候能大规模生产了,6
142,142,919613,2009/6/3 18:35,"二级市场表现不佳,公司业务正常吗？",3
143,143,997752,2009/6/4 13:48,总经理好；为何近日公司股票跌跌不休，很郁闷、？,6
144,144,919636,2009/6/4 14:58,"您好！爱立信和中国华为,分享印度国有电信运营商BSNL规模9300万线的GSM/WCDMA招标一事。最近有什么变化没有？",6
145,145,874274,2009/6/4 16:16,陕西省图书馆将采用RFID技术改造，请问公司有无参与意愿？,6
146,146,981094,2009/6/4 17:37,"利润增长将明显低于收入增长。通过测算，得到公司2009、2010、2011年的收入分别为29.45亿元、37.35亿元、42.5亿元，复合增长率为22%；净利润分别为6.62亿元、7.1亿元、7.36亿元，复合增长率为7%，合作开发项目导致公司净利润增长幅度远远小于收入增长幅度。具体情况？
",3
